Name,Cluster,Min Age,Rating Average,Users Rated,Complexity Average,Play Time,Min Players,Max Players,Custom Rating
royalists & roundheads,533,12,5.88,68,2.58,120,1,2,399.84
kontour,755,10,6.4,47,1.0,20,3,7,300.8
yōkai quest,458,6,6.65,46,1.67,60,1,6,305.90000000000003
boss kito,770,0,5.67,175,1.26,30,3,5,992.25
star commander,605,8,6.32,38,1.0,90,2,5,240.16000000000003
"reconquista! the struggle for iberia, 850-1250 ad",643,0,6.28,34,2.8,240,1,3,213.52
alpaca pakapaka,26,6,6.1,66,1.0,15,2,6,402.59999999999997
dark castle,403,12,6.39,36,0.0,15,2,2,230.04
o jogo da enciclopédia,381,10,6.33,33,1.0,60,3,6,208.89000000000001
exit kids: code breaker,200,7,6.21,39,0.0,15,1,4,242.19
lost in time,682,10,6.21,54,2.0,45,1,4,335.34
"first blood: second marne, 15 july 1918",212,0,6.03,50,2.0,0,2,2,301.5
ugah ugah!,5,5,6.09,47,1.4,15,2,4,286.23
risorgimento: italy's wars of liberation 1848-1866,925,12,6.36,37,3.33,0,2,2,235.32000000000002
central command: superpower confrontation in the straits of hormuz,13,12,6.11,55,3.14,240,2,2,336.05
scotland yard: tokyo,719,10,6.35,32,1.5,45,2,6,203.2
the path of the adventurers,977,12,8.39,33,2.5,120,1,4,276.87
attila,577,7,5.72,170,1.43,15,2,2,972.4
lie detector,228,8,5.85,105,1.31,60,2,4,614.25
victory through industry,824,10,6.22,48,2.29,120,2,6,298.56
lap dance,886,18,5.58,366,1.92,45,2,4,2042.28
light division,643,12,6.48,44,3.67,240,1,2,285.12
der garten des sonnenkönigs,171,10,5.93,70,2.5,60,2,5,415.09999999999997
curious george: discovery beach game,49,3,6.12,49,1.0,0,2,4,299.88
deterrence,326,14,6.38,31,2.57,45,2,2,197.78
chinese poker,237,10,6.01,59,2.0,5,2,4,354.59
blank marry kill,57,0,6.46,41,1.0,0,3,10,264.86
partners,671,12,5.89,221,1.3,60,2,4,1301.6899999999998
temple of the beastmen,636,12,5.91,82,1.5,90,2,6,484.62
pochspiel,237,0,6.41,35,1.33,0,2,8,224.35
monopoly: tropical tycoon dvd game,555,8,5.71,191,2.0,180,3,5,1090.61
temple run: danger chase,71,8,5.63,288,1.16,10,2,4,1621.44
safe return doubtful,200,0,6.01,56,2.0,60,1,5,336.56
granada: the fall of moslem spain,156,12,5.94,79,2.16,120,2,2,469.26000000000005
viele dinge,98,3,6.12,44,1.0,20,2,8,269.28000000000003
stock market guru,9,10,5.84,89,2.53,240,1,10,519.76
vi against rome,980,12,6.27,42,2.43,120,2,2,263.34
desafino,631,14,6.39,34,1.25,60,4,0,217.26
go go eskimo,97,7,6.09,48,1.0,40,2,6,292.32
the french & indian war: struggle for the new world,556,12,6.67,33,3.63,0,2,2,220.10999999999999
quadrago,138,0,6.38,32,2.0,30,2,2,204.16
dungeon digger,810,12,6.42,50,2.0,60,2,6,321.0
the difference between women & men,57,16,5.69,152,1.45,45,3,8,864.8800000000001
showdown: the coming indo-pakistani war,115,12,6.42,36,3.0,60,1,2,231.12
strata 5,652,10,5.81,117,2.36,60,2,4,679.77
grimmoir,569,12,5.91,60,1.33,30,2,2,354.6
feast & famine,0,8,6.0,60,2.33,45,2,4,360.0
"the battle of moscow: the german drive on moscow, 1941",72,12,6.24,48,2.5,120,2,2,299.52
mao,251,13,5.67,350,2.0,60,2,20,1984.5
ages,201,14,7.04,36,2.4,60,2,4,253.44
trainsport: switzerland,57,12,6.29,35,3.0,120,3,5,220.15
black stories 7,74,14,5.91,58,1.0,45,2,15,342.78000000000003
les aigles,388,12,6.48,30,3.83,360,2,6,194.4
pete the pirate,864,6,5.86,103,1.22,30,2,4,603.58
kimaloé,632,8,6.15,42,1.8,45,3,4,258.3
moonshot the game,277,10,6.14,67,1.8,45,1,4,411.38
foosball tabletop soccer,667,5,6.4,34,1.5,0,2,2,217.60000000000002
whist 22,14,0,6.29,34,1.33,20,3,5,213.86
number chase,73,6,5.98,58,1.29,15,2,5,346.84000000000003
island dice,75,12,6.79,53,2.0,60,2,4,359.87
gladiatoris,784,12,9.23,31,2.8,180,1,6,286.13
coraxis & co.,228,6,6.09,48,1.67,20,2,5,292.32
scene it? turner classic movies,16,13,5.97,70,1.0,30,2,12,417.9
golan: syrian-israeli combat in the '73 war,752,12,6.17,47,2.3,90,2,2,289.99
expedition dino,15,4,5.84,82,1.17,15,2,5,478.88
aether captains: capek golems,530,10,6.25,45,1.71,20,2,2,281.25
"go goblin, go!",237,13,5.87,115,1.8,60,2,6,675.0500000000001
sale of the century quizzard,228,10,6.43,39,2.0,45,2,6,250.76999999999998
inversé,163,6,5.91,64,2.5,10,2,2,378.24
tasnia,190,8,5.97,80,2.29,45,2,4,477.59999999999997
clash d'ardèche,832,12,6.46,34,2.5,75,1,4,219.64
villannex,69,6,5.71,136,1.4,15,1,4,776.56
long range desert group: special operations against rommel 1941-1942,184,0,6.12,68,2.17,120,1,1,416.16
racing hedgehogs,16,6,6.42,33,1.0,20,2,5,211.85999999999999
corintho,720,8,6.1,57,1.5,20,2,4,347.7
party & co: original,573,14,5.86,123,1.38,45,3,20,720.7800000000001
"the great invasion: the gettysburg campaign june 24 - july 3, 1863",64,12,6.53,35,3.14,180,2,2,228.55
chronicler,12,10,5.93,89,1.71,20,2,4,527.77
ultimate tic-tac-toe,720,6,6.06,70,2.2,15,2,4,424.2
fight for the sky,427,12,6.15,55,2.11,180,2,2,338.25
cluedo shuffle,57,8,6.04,67,2.0,15,3,4,404.68
anno domini: penne e pennelli,15,10,6.5,30,1.0,30,2,8,195.0
roma,921,12,6.69,32,2.4,60,4,6,214.08
flower fairy,646,2,6.44,33,1.0,10,1,3,212.52
utter nonsense: naughty edition,519,18,6.32,51,1.0,30,4,20,322.32
armageddon: tactical combat 3000 to 500 b.c.,2,12,6.05,66,2.64,120,1,2,399.3
ricochet,202,10,5.78,99,1.29,10,2,5,572.22
stadt land vollpfosten,15,0,6.13,45,1.0,0,2,9,275.85
klabberjass,26,0,6.6,31,2.75,45,2,2,204.6
letterflip,15,10,5.84,79,1.33,20,2,2,461.36
golf 'n' roll,936,5,6.31,36,1.0,45,1,4,227.16
zoxso,163,8,6.67,53,2.56,15,2,2,353.51
palio,16,8,6.38,30,2.0,30,2,6,191.4
frenemy pastry party,573,8,6.25,75,1.0,30,3,6,468.75
godzilla total war,90,8,6.21,38,2.0,30,3,12,235.98
penguinramids,15,8,7.33,33,1.67,30,2,4,241.89000000000001
alien wars,228,6,5.75,139,1.2,10,2,6,799.25
piranhas,944,8,5.8,116,1.0,20,2,4,672.8
enchanted cupcake party game,26,3,5.89,89,1.0,20,2,5,524.2099999999999
sudoku: duell der meister,163,10,6.01,53,1.7,25,2,2,318.53
vulkan!,884,10,6.22,37,2.0,30,1,4,230.14
elric,533,10,5.72,263,2.5,120,1,4,1504.36
longships,789,10,6.19,45,3.0,60,2,6,278.55
jumbulaya,15,13,6.08,53,2.2,60,2,4,322.24
dungeon dwellers,909,13,6.41,56,2.75,60,2,6,358.96000000000004
newspeak,153,14,6.5,31,2.0,60,3,6,201.5
monster maker,15,0,6.2,40,1.0,30,2,6,248.0
le mur de pise,15,7,6.14,46,1.14,15,2,5,282.44
"deal, gentlemen collectionneurs",26,7,6.29,35,1.0,10,2,3,220.15
robotroc,315,6,5.95,60,1.86,15,2,4,357.0
competition kitchen,755,0,6.25,43,1.0,60,3,8,268.75
zombies!!! jr.,429,12,6.05,68,1.67,60,2,6,411.4
blades of legend,776,12,6.24,45,2.5,45,6,11,280.8
uno: the simpsons - special edition card game,12,7,5.78,133,1.18,30,2,10,768.74
connections,119,10,5.75,173,1.75,10,2,2,994.75
turbo rally card racing: thunder track,260,10,6.65,31,1.75,30,2,8,206.15
lancelot,738,10,5.98,67,2.0,45,2,5,400.66
successors,112,0,6.01,81,2.23,150,3,4,486.81
bakschisch,368,9,5.73,119,1.8,60,2,4,681.87
loos: the big push,925,12,6.33,32,2.11,90,2,2,202.56
13: the colonies in revolt,379,12,5.91,82,3.55,360,2,2,484.62
mopsen,114,7,6.09,51,1.0,40,3,5,310.59
creative clash,593,12,5.95,84,1.67,30,2,4,499.8
jackal,143,8,5.83,308,1.47,120,2,4,1795.64
komodo,931,10,6.7,31,2.33,45,2,4,207.70000000000002
space pioneers,285,8,6.55,36,1.5,60,1,5,235.79999999999998
klondike,95,10,6.41,38,1.67,60,2,6,243.58
schmuggler an bord,183,8,6.07,50,1.25,30,3,6,303.5
grandpa  beck's golf,15,8,5.94,61,1.5,30,2,5,362.34000000000003
branches and twigs and thorns,18,0,6.21,37,2.44,15,2,6,229.77
emmerlaus duel of mages,985,12,6.1,120,1.82,15,2,10,732.0
man to man,477,12,6.23,42,3.0,120,2,12,261.66
oh gnome you don't!,16,13,5.83,129,1.56,90,2,5,752.07
alamein,925,12,6.65,31,4.14,30,2,2,206.15
desert bazaar,137,10,5.73,139,2.05,45,3,5,796.47
"bundeswehr: northern germany, late 1970's",752,12,6.08,52,2.46,120,2,2,316.16
dino duel,675,7,6.7,30,1.0,30,2,10,201.0
mcs,322,10,7.04,60,1.77,30,2,4,422.4
pièces montées,296,8,6.15,46,2.5,20,2,4,282.90000000000003
nightmare house,490,10,5.99,60,3.0,90,1,5,359.40000000000003
godzilla: stomp!,150,14,5.7,177,1.13,30,2,5,1008.9
zombies at your heels,12,10,6.24,31,1.86,15,2,4,193.44
ore city,403,10,6.24,38,2.0,60,2,6,237.12
the trial of socrates,334,10,6.43,30,1.67,20,2,2,192.89999999999998
red menace,643,0,6.54,35,1.6,60,1,1,228.9
like dice,122,8,6.12,42,2.0,15,2,6,257.04
leinen los!,73,6,5.88,70,1.14,20,2,4,411.59999999999997
córdoba,215,0,5.67,176,1.2,20,2,2,997.92
loot and scoot,5,10,5.82,76,1.25,45,2,4,442.32000000000005
new york,12,12,6.04,50,2.17,90,2,5,302.0
whodunit,15,8,5.8,167,2.08,60,2,6,968.6
ben hurt,3,12,5.66,279,1.74,60,4,8,1579.14
war games rules  3000 bc to 1485 ad,107,12,6.26,42,3.91,180,2,2,262.92
coven,57,14,5.85,98,3.33,90,3,5,573.3
battles of the ancient world: marathon and granicus,643,12,6.15,48,2.0,90,1,2,295.20000000000005
james clavell's tai-pan,91,12,5.91,58,2.33,120,2,4,342.78000000000003
pronto,95,8,6.08,62,0.0,30,2,12,376.96
chartbuster,15,0,6.9,39,2.0,120,2,6,269.1
gangster city,200,10,6.02,50,2.0,0,1,6,301.0
trakkx,602,8,6.26,34,0.0,40,2,4,212.84
"to unlimited, and beyond",114,8,6.28,33,1.0,10,3,6,207.24
shadows of macao,89,10,6.14,47,0.0,30,2,4,288.58
quits,163,8,5.86,77,1.83,20,2,4,451.22
zombie run!,248,7,5.83,57,1.0,15,2,7,332.31
t.e.g.: plan táctico y estratégico de la guerra,561,16,6.08,175,2.43,180,2,6,1064.0
swish jr.,891,5,6.24,38,1.0,15,2,6,237.12
blood berets,308,12,5.78,129,3.0,60,2,4,745.62
mission to mars 2049,70,9,5.92,120,2.0,120,2,4,710.4
fisticuffs!,402,12,6.51,40,0.0,30,4,6,260.4
end of atlantis: revised edition,632,10,5.97,61,0.0,0,3,5,364.16999999999996
think it up!,15,7,5.9,106,1.0,10,2,10,625.4000000000001
g.i. joe commando attack,444,0,6.22,53,1.4,30,2,4,329.65999999999997
super camelot,693,13,6.33,43,2.0,45,2,4,272.19
ubongo mini,324,7,5.54,787,1.2,10,1,4,4359.9800000000005
who knows where?,15,12,6.49,39,1.5,0,2,4,253.11
ironman football,15,10,6.18,42,2.2,180,2,8,259.56
dice summoners,991,0,6.3,54,2.0,60,2,2,340.2
goldener drache,228,10,5.7,105,1.78,30,2,5,598.5
pok,57,8,6.45,37,1.0,10,3,7,238.65
mark,15,10,5.95,59,1.33,60,2,4,351.05
hexagony,285,8,6.2,62,2.0,20,1,3,384.40000000000003
wongamania: banana economy,821,14,6.27,58,1.33,60,2,5,363.65999999999997
who? what? where? jr.,273,7,6.27,30,1.0,30,3,10,188.1
sector 41,6,12,5.9,117,2.24,90,2,4,690.3000000000001
uno: cars,12,7,5.77,100,1.25,10,2,10,577.0
halunken & spelunken,904,10,5.61,278,1.52,30,3,4,1559.5800000000002
the totally insane card game,544,0,5.98,63,2.29,30,3,12,376.74
einfach genial knobelspass,690,10,5.96,60,1.45,15,1,4,357.6
vizia,0,7,6.18,45,1.5,30,2,4,278.09999999999997
texas revolution,925,0,6.75,36,2.88,90,2,2,243.0
sushi bar,299,0,6.28,32,1.0,10,1,0,200.96
czas zaorać socjalizm,780,16,7.22,62,0.0,60,2,4,447.64
classic statis pro baseball,15,0,6.59,39,1.75,20,2,2,257.01
"lest darkness fall: rome in crisis, ad 235 - 285",72,0,6.44,42,3.0,240,2,2,270.48
wooly whammoth,583,8,6.23,41,2.0,30,2,4,255.43
gettysburg,427,12,5.72,312,2.33,360,2,2,1784.6399999999999
11:59,5,13,6.43,32,1.33,5,2,2,205.76
help wanted,114,17,6.5,49,1.0,45,3,8,318.5
kerosene,446,14,8.44,81,3.59,120,3,5,683.64
windschatten,769,10,6.12,41,1.4,45,2,4,250.92000000000002
cav: combat assault vehicle,578,12,6.69,39,2.83,90,2,8,260.91
cross hares: testing ground,723,10,5.93,143,1.75,60,2,4,847.99
english civil war,211,12,6.12,41,2.0,120,2,2,250.92000000000002
q•bitz extreme,270,8,6.27,33,1.67,30,2,4,206.91
black swan,250,10,6.44,33,1.67,30,2,4,212.52
sticht oder nicht,14,8,5.95,60,1.6,30,3,6,357.0
pets,15,10,5.99,52,2.0,30,2,5,311.48
frenzy,428,10,5.64,214,1.18,20,2,2,1206.96
foretold: rise of a god,429,12,5.99,85,3.14,60,2,4,509.15000000000003
star wars: escape from the death star,405,12,5.65,162,1.9,60,1,4,915.3000000000001
crashland,291,10,6.36,30,2.0,30,1,1,190.8
book of dragons,968,8,6.14,61,1.0,60,1,8,374.53999999999996
titan dice,94,8,6.01,63,1.5,45,1,4,378.63
climb!,798,10,5.73,168,1.13,20,1,5,962.6400000000001
party & co: extreme 3.0,404,12,6.51,38,1.0,60,2,4,247.38
super-vampire,71,6,5.8,134,1.0,20,2,4,777.1999999999999
scho k.o.,331,8,6.3,34,1.0,10,2,2,214.2
masters of the gridiron,971,8,6.64,42,1.78,15,2,2,278.88
tak•tak,406,8,6.43,31,0.0,40,2,2,199.32999999999998
trivial pursuit: friends,71,12,5.97,68,0.0,0,2,99,405.96
take your pick,57,10,5.99,47,1.0,20,3,8,281.53000000000003
dia de los muertos,14,12,5.92,74,0.0,15,3,6,438.08
last front: the strategy card game,134,10,6.25,51,2.0,60,3,6,318.75
evidence,12,8,5.94,62,1.33,30,2,5,368.28000000000003
friedland,925,12,6.13,53,3.0,0,2,2,324.89
rage (second edition),214,12,5.91,65,2.14,45,2,5,384.15000000000003
system 7 napoleonics,11,12,6.35,34,2.0,240,2,2,215.89999999999998
stack-a-biddi,77,8,6.1,60,1.0,45,2,4,366.0
4 seasons,338,10,6.37,40,2.0,30,3,4,254.8
geistermühle,16,5,5.97,65,1.33,20,2,4,388.05
piratissimo,109,6,5.77,175,1.25,30,2,4,1009.7499999999999
maya,15,8,6.05,46,1.67,20,2,4,278.3
eastern front solitaire,177,14,5.93,85,2.5,120,1,1,504.04999999999995
back to the future: outatime,5,8,5.86,120,1.0,15,2,6,703.2
super rack-o,26,10,5.99,65,1.4,30,2,4,389.35
gaudí,119,8,5.94,77,1.83,30,2,6,457.38000000000005
robotlab: the card game,205,6,7.53,37,1.2,40,2,5,278.61
the russo-swedish war,13,0,6.29,38,3.0,300,2,2,239.02
moteneba.,573,15,6.2,36,2.5,60,3,5,223.20000000000002
pieces of eight,12,10,5.79,138,1.74,10,2,6,799.02
metro 2033,398,12,5.8,289,2.63,80,2,6,1676.2
afluentes,821,12,6.42,30,2.25,20,2,4,192.6
schlafmütze,273,5,6.01,47,1.0,15,3,7,282.46999999999997
wake island,106,12,6.5,30,2.63,120,2,2,195.0
battletech science fiction combat book game: shd-2h shadow hawk,271,12,5.98,89,1.9,10,2,2,532.22
desert duel: first alamein,212,0,6.2,36,1.91,180,2,2,223.20000000000002
leviathan,326,7,6.42,31,1.67,30,2,2,199.02
sultans of wind,228,8,6.33,30,0.0,40,2,4,189.9
dance of the fireflies,87,8,6.13,81,2.57,45,2,6,496.53
mapominoes: africa,0,8,6.22,34,2.0,30,2,5,211.48
last starfleet,787,13,6.3,36,2.2,90,2,6,226.79999999999998
world conquerors,490,10,5.74,152,2.0,60,1,4,872.48
oversiege,15,7,7.27,33,1.0,30,2,10,239.91
ikan,228,8,7.15,46,2.0,30,2,4,328.90000000000003
tricky trek,583,8,5.78,93,1.11,15,2,5,537.5400000000001
1000,171,6,6.34,37,1.8,60,2,4,234.57999999999998
reflection,122,0,6.01,70,1.14,5,2,4,420.7
6 nimmt! junior,97,5,5.65,152,1.0,20,2,5,858.8000000000001
kniffel: das kartenspiel,46,8,5.9,68,1.0,30,2,4,401.20000000000005
cranium hullabaloo,73,4,5.69,230,1.04,30,2,6,1308.7
jurassic jumble,934,6,6.22,36,1.33,10,3,9,223.92
los muertos no hablan,573,10,6.66,34,1.0,25,3,6,226.44
captain future,403,8,6.21,47,1.57,45,2,4,291.87
spring fever,573,8,5.82,88,1.2,20,3,6,512.1600000000001
scrabble trickster,0,10,5.78,87,2.4,120,2,4,502.86
attacke,817,8,5.71,147,1.46,30,3,5,839.37
laurel crown,209,14,6.12,50,1.0,30,2,4,306.0
artline,331,12,6.01,49,1.0,30,2,5,294.49
palaces,768,12,6.1,49,1.5,45,2,4,298.9
onexeno,69,7,6.0,59,1.71,20,1,7,354.0
drunter und drüber,78,8,6.32,32,2.0,30,2,6,202.24
the game of things: travel/expansion,609,14,6.52,44,1.0,0,4,99,286.88
take your best shot,57,10,5.84,74,1.14,20,3,5,432.15999999999997
rallytaire,362,8,6.34,35,1.25,10,1,1,221.9
tridom,18,0,6.07,46,1.0,60,2,6,279.22
heroes & treasure,129,4,8.5,32,1.5,40,2,5,272.0
legends of robin hood,15,10,5.7,176,1.53,60,2,5,1003.2
district-z,470,12,5.94,105,1.44,30,1,8,623.7
maigo-neko,755,10,5.94,64,1.5,30,3,4,380.16
wonderzoo,0,7,6.52,30,2.0,20,2,4,195.6
desert storm: the mother of all battles,115,13,5.93,89,2.88,180,1,2,527.77
city alarm,124,6,5.87,119,1.25,15,2,4,698.53
schätzen sie mal! mord & totschlag,15,10,6.41,30,1.25,30,2,8,192.3
know it or blow it,609,10,6.07,53,2.5,45,4,0,321.71000000000004
tilting at windmills,531,12,6.77,47,1.5,30,2,2,318.19
arnhem: the farthest bridge,106,12,5.95,68,2.14,60,2,2,404.6
battle-cry,556,10,5.61,345,1.63,60,2,4,1935.45
super race,94,6,5.97,58,1.25,20,1,4,346.26
wizardz bluff,205,8,8.4,45,2.0,45,2,4,378.0
the cat,202,8,5.91,70,1.0,20,2,4,413.7
the damned die hard: philippines '41,13,12,6.53,41,3.88,360,2,2,267.73
codename: oracle,228,13,6.29,41,2.0,30,2,2,257.89
chains to champions,260,14,6.7,31,2.5,40,2,6,207.70000000000002
tacforce,620,12,6.58,31,3.8,180,2,2,203.98
glyph,174,12,6.29,37,3.0,120,2,6,232.73
showbiz shuffle,46,12,5.88,73,1.6,30,2,5,429.24
.hack//enemy,214,12,5.92,86,1.71,30,2,2,509.12
\91\_blänk\93\,188,18,6.43,34,1.0,30,4,15,218.62
counter-attack! arras,289,0,6.09,46,2.33,180,2,2,280.14
la caída del imperio romano,925,12,6.29,35,2.5,120,2,4,220.15
horticulture master,28,7,6.27,40,2.0,60,2,5,250.79999999999998
modern society,573,10,5.63,145,2.12,60,3,5,816.35
cats: a sad but necessary cycle of violent predatory behavior,263,8,6.58,30,2.0,30,3,5,197.4
chaturanga,45,8,5.92,98,2.25,30,2,4,580.16
planet busters,756,10,5.84,122,1.64,60,2,4,712.48
händler auf dem forum romanum,783,0,6.37,30,2.67,60,3,5,191.1
sea of plunder,152,10,8.49,32,2.5,60,2,4,271.68
sumera,0,0,6.24,33,3.0,30,2,4,205.92000000000002
twilight squabble,322,14,5.65,288,1.29,15,2,2,1627.2
strat-o-matic college football,71,11,6.59,35,2.5,0,2,2,230.65
tip tap,57,7,5.78,101,1.0,45,3,6,583.78
zahltag,393,10,5.72,125,1.5,45,2,4,715.0
kings of artifice,614,13,6.22,69,2.8,60,2,4,429.18
package!?,70,8,6.2,63,2.25,10,2,4,390.6
cockpit,667,10,6.64,32,2.4,120,2,6,212.48
paparazzo,8,10,5.81,79,1.88,45,3,5,458.98999999999995
pacific northwest rails,91,13,6.28,39,3.0,180,2,6,244.92000000000002
aves,46,6,6.42,39,1.0,15,2,5,250.38
case green,13,0,5.91,83,2.41,480,2,2,490.53000000000003
stratego card game,326,8,5.78,122,1.33,20,2,2,705.1600000000001
star trek trivia game,16,12,6.05,48,2.17,60,2,4,290.4
star cruiser,72,12,6.25,44,2.73,120,2,2,275.0
turbo rally card racing,605,4,6.42,35,1.25,10,2,0,224.7
risky adventure,842,8,5.61,261,1.75,45,2,4,1464.21
"win, don't lose",57,10,7.87,35,1.25,10,3,8,275.45
double series,15,0,6.39,36,1.0,0,2,10,230.04
wild life: the card game,205,6,8.81,48,1.0,25,2,5,422.88
quadrum,0,6,6.32,49,1.5,10,2,2,309.68
dog cards,602,8,5.86,71,1.25,20,2,4,416.06
catchup & mousetard: fast food battle!,361,8,6.92,54,1.0,40,2,4,373.68
titan,605,14,6.89,30,3.7,120,2,4,206.7
barbarossa 1941,925,12,6.43,34,3.4,120,2,2,218.62
dwar7s duel,205,13,5.72,97,0.0,30,2,2,554.84
dragon strike,151,6,5.67,174,1.1,90,2,4,986.58
full moon jacket,532,14,8.3,35,2.0,120,1,6,290.5
brain warp,299,10,6.26,32,1.0,15,1,6,200.32
troke,380,10,6.01,58,2.14,30,2,4,348.58
barracuda,783,10,5.9,72,2.0,45,3,5,424.8
ataxx,836,0,6.07,48,2.22,0,0,0,291.36
risiko!,524,10,6.13,56,1.75,60,3,6,343.28
attila: the huns invasion,13,12,6.12,62,3.5,360,2,2,379.44
luxantis,213,6,6.3,39,2.0,30,2,4,245.7
ufo farmer,311,6,5.89,77,1.17,30,2,4,453.53
the marcher lords: the norman conquest of wales,102,12,6.28,35,2.38,180,1,2,219.8
panzerzug,675,10,6.18,44,1.6,30,2,6,271.91999999999996
golan: the last syrian offensive,212,12,6.28,37,2.67,60,2,2,232.36
"linus, der kleine magier",228,3,6.17,36,1.0,10,2,5,222.12
blood & sand,443,10,6.28,38,1.83,0,2,2,238.64000000000001
world cup cricket,667,4,6.7,32,1.0,10,2,2,214.4
naruto collectible card game,649,10,5.98,101,2.13,45,2,2,603.98
village of horror,248,10,6.45,30,2.0,30,2,5,193.5
warhammer english civil war,793,12,6.22,36,3.5,120,2,6,223.92
rok 1863,286,10,6.53,31,2.0,30,2,4,202.43
vier zu mir!,273,5,5.98,51,1.4,30,3,8,304.98
le petit poucet,287,7,5.91,74,1.22,20,3,6,437.34000000000003
serengeti: a race for life,412,10,6.2,45,2.0,45,2,2,279.0
predator: partida de caza,378,14,6.36,35,1.5,45,1,5,222.60000000000002
death angel,209,12,6.45,37,2.0,45,2,6,238.65
ice cream combo,77,6,6.31,39,1.0,15,2,6,246.08999999999997
the mystery of the templars,644,14,5.84,143,4.0,150,2,4,835.12
mine shift,693,8,5.82,103,1.2,20,2,4,599.46
karottenklau,224,4,5.7,122,1.0,5,1,6,695.4
minuteman: the second american revolution,106,12,6.08,40,3.5,90,2,4,243.2
totopoli,591,8,6.36,33,2.0,120,2,6,209.88000000000002
ticked off,57,13,5.77,94,1.11,45,3,10,542.38
councils & contracts,494,10,6.09,40,2.6,40,2,5,243.6
zombie house blitz,12,8,6.08,38,2.0,20,2,4,231.04
roadkill,613,7,6.0,47,1.0,30,2,5,282.0
zoar,415,13,6.11,48,0.0,45,2,4,293.28000000000003
power,995,13,6.25,37,2.38,36,2,4,231.25
"run silent, run deep",620,12,6.42,38,2.83,180,2,6,243.96
kalua,114,8,5.61,213,1.67,40,3,5,1194.93
cosmic empires,341,12,6.69,52,2.88,90,2,5,347.88
outpost 18,821,10,6.63,30,2.0,15,2,2,198.9
paradux,138,6,6.24,33,2.25,20,2,2,205.92000000000002
stump,15,10,6.37,32,1.0,30,2,4,203.84
bobbidi boom,849,8,6.17,45,1.0,30,3,5,277.65
campus,120,8,6.15,39,1.2,20,1,2,239.85000000000002
socken zocken,97,4,5.67,203,1.07,10,2,6,1151.01
magical treehouse,664,14,5.89,74,2.2,60,3,4,435.85999999999996
caveman,403,6,5.64,257,1.77,60,2,6,1449.48
le tricheur,229,12,6.0,58,1.0,30,4,14,348.0
hull breach: corporate wars,12,13,6.59,48,2.57,60,2,8,316.32
potato pirates: enter the spudnet,89,10,6.82,33,2.2,60,2,6,225.06
tong,9,8,6.08,51,1.0,20,1,2,310.08
france 1940,925,12,6.31,40,2.75,120,2,2,252.39999999999998
dice wars: heroes of polyhedra,105,14,6.55,48,3.0,90,2,4,314.4
goblin grapple,321,14,8.44,181,1.33,45,2,4,1527.6399999999999
elemental clash: the basic set,32,10,6.44,49,1.63,30,2,2,315.56
heroes of metro city,830,13,5.68,246,2.67,60,2,4,1397.28
schraube locker,278,8,5.95,56,1.0,25,2,4,333.2
quirk!,228,7,7.24,33,0.0,30,2,6,238.92000000000002
politricks: dirty card game,12,10,6.6,30,2.0,30,2,5,198.0
4 the birds,70,8,5.81,98,1.0,30,2,6,569.38
tiger of malaya,379,0,6.49,32,3.38,240,2,2,207.68
little round top,925,12,6.61,34,2.63,120,2,2,224.74
gigi gnomo,15,5,6.27,34,1.0,30,2,4,213.17999999999998
cthulhu crusades,15,9,6.03,55,2.5,30,2,4,331.65000000000003
chromosome,341,8,5.9,112,2.89,60,2,4,660.8000000000001
panic diner,213,7,6.28,42,1.0,20,2,5,263.76
kitty bitty,914,4,5.67,242,1.22,15,2,6,1372.1399999999999
beasty borders,105,8,6.22,35,0.0,25,2,2,217.7
die geheimnisvolle drachenhöhle,278,5,6.17,35,1.0,20,2,4,215.95
universal fighting system: soul calibur iii,428,10,6.18,48,2.44,30,2,6,296.64
creepers,614,8,6.57,37,2.67,30,2,2,243.09
phone bomb,153,10,6.33,30,1.5,20,3,6,189.9
the major four of heizei,573,8,6.28,30,2.0,30,3,5,188.4
das maß aller dinge,15,14,6.53,34,1.0,20,2,6,222.02
roll for it! express,808,8,5.87,108,1.08,5,1,1,633.96
punk sucht lady,697,14,5.71,66,1.33,60,4,6,376.86
destruction of army group center: the soviet summer offensive,627,12,5.8,129,2.59,150,2,2,748.1999999999999
ex illis,268,8,6.54,42,3.33,60,2,2,274.68
a thunder upon the land: the battles of narva and poltava,115,14,6.21,36,2.75,240,1,2,223.56
turkish checkers,163,6,6.18,49,2.5,30,2,2,302.82
mystical seeds,26,8,6.08,49,2.0,50,2,4,297.92
