Name,Cluster,Min Age,Rating Average,Users Rated,Complexity Average,Play Time,Min Players,Max Players,Custom Rating
spooks,114,12,6.05,363,1.5,10,3,6,2196.15
war at sea (third edition),900,0,6.97,104,1.88,180,2,2,724.88
mercs,595,12,7.45,99,2.75,120,2,10,737.5500000000001
bat cup,787,14,7.35,105,2.0,120,2,4,771.75
a call to arms: babylon 5 space combat,11,12,6.69,144,2.78,120,2,8,963.36
soldiers: tactical combat in 1914-15,643,12,7.25,97,2.08,120,1,2,703.25
ski tour: biathlon,53,8,7.22,105,2.14,85,2,5,758.1
pick two!,4,8,6.34,194,1.48,30,2,6,1229.96
boxcars,16,13,6.47,207,2.56,180,2,6,1339.29
uprising: curse of the last emperor,599,13,8.5,77,3.86,240,1,4,654.5
looterz: rigor mortis,623,14,7.3,106,1.5,40,2,6,773.8
star fleet battles silver anniversary master rulebook,293,12,8.59,52,4.86,0,0,0,446.68
riddle of the ring,671,13,6.88,142,2.07,120,2,8,976.96
hard vacuum,812,12,7.32,86,2.71,45,2,8,629.52
advanced tobruk system basic game ii: streets of stalingrad,925,12,7.15,95,3.24,120,2,2,679.25
control nut!,592,10,6.27,214,1.93,45,2,4,1341.78
high score,926,8,6.9,126,1.6,45,1,4,869.4000000000001
movable type,69,8,7.1,109,1.8,40,1,6,773.9
take the gold,605,8,6.69,163,1.0,15,2,6,1090.47
all manor of evil,291,14,6.79,148,2.2,45,1,5,1004.92
the great barrier reef card game,565,14,7.5,94,2.0,45,1,5,705.0
star borders: humanity,501,10,7.08,100,2.0,45,2,2,708.0
double bananagrams,0,7,6.73,130,1.14,15,2,16,874.9000000000001
bees: the secret kingdom,46,8,6.33,236,1.33,30,2,6,1493.88
star wars: stolen plans card game,12,6,6.46,176,1.09,30,2,6,1136.96
"red typhoon: the soviet winter counter-offensive, 1942",115,0,7.7,74,1.5,420,1,2,569.8000000000001
omen: fires in the east,377,12,7.54,72,0.0,30,2,2,542.88
vikingdoms,26,12,6.91,117,2.33,30,2,2,808.47
mob ties: the board game,673,13,6.73,174,2.88,90,3,6,1171.02
the maiden in the forest,558,8,6.52,184,2.0,15,1,1,1199.6799999999998
halt mal kurz: das känguru-spiel,350,8,5.86,734,1.21,20,3,5,4301.24
the battles of mollwitz 1741 and chotusitz 1742,106,0,8.51,55,4.5,0,2,2,468.05
frostpunk: the board game,922,16,7.91,91,3.5,150,1,4,719.8100000000001
street kings,159,8,6.96,143,2.2,120,2,6,995.28
lunes,799,10,7.76,89,1.67,15,1,1,690.64
mobster metropolis,711,13,8.13,76,2.89,120,2,4,617.8800000000001
c.o.g.,0,14,6.78,127,2.5,120,2,4,861.0600000000001
race to adventure: the spirit of the century exploration game,129,8,6.15,288,1.5,20,2,5,1771.2
ghosts love candy,306,8,6.58,164,2.0,45,3,6,1079.1200000000001
all is lost save honour,390,12,7.66,80,3.64,180,2,2,612.8
silk road,376,12,5.91,479,2.24,60,3,6,2830.89
the mysteries of peking,779,8,5.79,1052,1.33,30,2,6,6091.08
exxit,254,11,6.85,130,2.56,40,2,2,890.5
titicaca,6,12,6.28,215,2.92,60,2,5,1350.2
in flanders field,209,12,6.4,201,1.6,45,2,4,1286.4
rolled west,36,14,6.19,261,1.33,30,2,4,1615.5900000000001
opération commando: pegasus bridge,447,10,7.72,73,2.0,60,2,2,563.56
last call: the bartender game,12,12,6.16,274,1.45,20,2,6,1687.8400000000001
oddball äeronauts,82,9,5.9,635,1.6,20,2,2,3746.5
diceland: space,203,10,6.51,167,1.54,20,2,8,1087.17
kings and castles,398,10,6.63,141,2.62,90,2,4,934.83
drachenhort,444,8,6.7,138,1.5,60,2,7,924.6
volo,138,10,7.41,81,3.0,45,2,2,600.21
zooloretto duell,87,8,6.46,155,2.0,20,2,2,1001.3
new corp order,799,12,6.77,134,3.33,45,1,4,907.18
rivoli 1797,925,12,7.66,81,2.57,90,2,2,620.46
hands up,626,6,5.93,413,1.08,20,2,8,2449.0899999999997
clash of wills: shiloh 1862,822,10,6.68,135,2.19,60,2,2,901.8
less: like chess but less!,406,0,6.86,156,1.17,30,2,4,1070.16
chez geek,512,13,5.72,4383,1.42,60,2,5,25070.76
storm hollow: a storyboard game,551,5,8.4,77,2.0,60,2,7,646.8000000000001
dead of night,245,10,7.02,124,2.22,90,1,6,870.4799999999999
munchkin grimm tidings,416,10,6.98,117,2.0,60,3,4,816.6600000000001
duel of the giants: eastern front,705,10,6.38,213,2.55,30,2,4,1358.94
less than 60 miles,267,16,8.73,77,3.6,600,1,4,672.21
chaos marauders,790,10,5.96,513,1.37,45,2,4,3057.48
nemesis: burma 1944,40,12,7.7,87,3.55,600,2,2,669.9
big five,629,7,6.31,201,1.35,20,1,4,1268.31
"pacific fury: guadalcanal, 1942",181,12,7.42,91,2.67,120,2,2,675.22
orcs must die! the board game: order edition,470,14,6.56,174,2.38,150,1,4,1141.4399999999998
it's mine!,904,7,5.93,429,1.07,30,3,5,2543.97
the battle of five armies,206,10,7.01,117,3.31,120,2,2,820.17
buffalo chess,163,8,6.1,304,1.54,30,2,2,1854.3999999999999
napoleon against russia,212,12,8.23,60,3.0,180,2,4,493.8
martial art,583,10,7.41,106,1.83,20,2,4,785.46
nato air commander,102,0,7.75,86,2.58,90,1,1,666.5
cat rescue,565,8,6.64,149,1.4,30,1,4,989.3599999999999
sub terra ii: inferno's edge,856,10,7.92,101,2.25,75,1,6,799.92
der weiße lotus,523,12,6.23,229,2.86,80,3,6,1426.67
starmada: the admiralty edition,106,10,7.47,82,2.86,180,2,12,612.54
munchkin teenage mutant ninja turtles,767,0,7.13,136,2.0,120,3,6,969.68
pinball showdown,790,12,6.84,129,2.0,45,2,4,882.36
niña & pinta,291,14,6.65,138,3.25,120,1,4,917.7
blend coffee lab.,46,12,6.67,134,2.5,30,2,4,893.78
puppet wars unstitched,15,13,7.56,97,2.71,60,2,2,733.3199999999999
blank,821,6,6.41,189,1.2,15,2,6,1211.49
dream islands,531,8,6.39,180,1.67,30,2,4,1150.2
cutthroat caverns: anniversary edition,987,14,7.4,81,2.0,90,3,6,599.4
trajan,72,12,6.86,114,3.29,180,2,2,782.0400000000001
monsterpocalypse miniatures game,757,0,8.05,75,3.0,90,0,0,603.75
stones of fate,259,12,6.58,205,1.67,30,2,4,1348.9
fury in the west,17,12,6.58,159,2.8,180,2,2,1046.22
guardians' chronicles,805,14,6.56,191,2.77,75,2,5,1252.96
feudo,261,12,6.09,315,2.9,90,2,4,1918.35
revolt on antares,106,12,6.35,201,1.97,45,2,4,1276.35
veggie garden,87,12,5.97,451,1.33,30,2,4,2692.47
"beyond normandy: the british advance, 1944 - a panzer grenadier game",106,12,6.85,114,2.78,180,2,2,780.9
my story,201,8,6.65,136,2.67,60,2,4,904.4000000000001
solarquest,305,8,5.9,801,1.78,60,2,6,4725.900000000001
saipan: the bloody rock,859,13,8.11,68,4.0,2100,1,4,551.48
"pacific tide: the united states versus japan, 1941-45",175,16,7.23,100,2.6,480,1,2,723.0
barbu,34,10,6.97,101,2.29,180,4,4,703.97
hurtgen: hell's forest,84,12,7.98,66,4.5,2400,2,2,526.6800000000001
test of honour: the samurai miniatures game,71,12,7.73,93,2.0,60,2,4,718.89
order of the stick adventure game: the dungeon of dorukan,830,10,5.76,1250,2.76,360,2,6,7200.0
kodama 3d,530,14,7.08,106,1.5,40,2,4,750.48
"sharp practice: wargame rules for large skirmishes in the era of black powder, 1700 to 1865",857,0,8.21,68,2.83,120,2,6,558.2800000000001
dragon punch,583,12,6.09,314,1.4,10,2,2,1912.26
ring-o flamingo,4,6,6.18,229,1.05,10,2,4,1415.22
adeptus titanicus,107,12,6.41,223,2.67,120,2,2,1429.43
burger boss,137,8,6.47,180,2.11,90,3,5,1164.6
eye to eye,57,12,6.43,160,1.05,30,3,6,1028.8
promenade,201,10,7.6,76,2.5,60,2,4,577.6
twilight of the gods,377,13,7.39,112,3.83,90,2,4,827.68
chariots of rome,594,13,7.23,106,2.2,120,2,8,766.38
star traders,982,12,6.3,207,2.38,120,2,6,1304.1
tales & games: aladdin & the magic lamp,207,8,6.39,191,1.2,20,2,5,1220.49
middle kingdom,23,12,5.99,384,2.0,40,2,5,2300.16
rick and morty: anatomy park - the game,331,18,6.09,398,2.33,60,2,4,2423.82
the key: raub in der cliffrock villa,9,8,7.3,83,1.75,20,1,4,605.9
kung fu panda: the board game,286,10,7.11,105,1.67,30,2,4,746.5500000000001
dicium,936,8,6.96,127,2.5,60,1,4,883.92
shadows over camelot: the card game,476,8,5.72,1145,1.91,20,1,7,6549.4
guadalajara,47,12,6.61,170,2.93,360,1,2,1123.7
off the dead: chapitre 1 - morts à venice beach,646,10,6.73,146,1.91,45,1,4,982.58
barnyard roundup,205,6,6.81,152,1.33,20,2,6,1035.12
kraby,714,7,6.25,220,2.08,30,2,4,1375.0
napoleon's war ii: the gates of moscow,831,10,7.45,81,1.64,60,2,2,603.45
magecraft,796,8,6.84,125,1.89,60,2,4,855.0
cosmic cows,911,8,5.9,623,1.06,30,2,2,3675.7000000000003
sol,312,10,6.2,256,1.91,60,2,8,1587.2
vortex,9,8,6.98,131,2.0,60,1,6,914.3800000000001
"frutti di mare: veni, vidi, antipasti!",556,10,6.51,169,2.2,90,2,6,1100.19
1866: the struggle for supremacy in germany,553,14,6.99,107,3.36,300,2,2,747.9300000000001
the battle of monmouth,208,8,7.8,81,3.77,1200,2,2,631.8
adventure games: the grand hotel abaddon,48,12,7.81,63,0.0,75,1,4,492.03
my very first games: animal upon animal,279,2,6.57,142,1.0,10,1,4,932.94
cobra: the normandy campaign,208,0,7.04,107,3.14,1200,2,2,753.28
noble treachery: the last alliance,541,12,6.84,158,2.14,45,4,6,1080.72
abande,45,8,7.05,100,3.0,30,2,2,705.0
flanx,425,6,6.49,174,1.25,5,1,4,1129.26
the great race,494,10,8.25,108,2.31,60,2,4,891.0
adventure mart,201,10,7.06,130,2.0,60,2,4,917.8
rock of the marne,2,12,6.69,141,2.43,180,1,2,943.2900000000001
aristocracy,305,14,6.63,132,2.0,45,2,4,875.16
bull run: the first major battle of the american civil war,379,12,6.34,218,3.07,240,2,2,1382.12
master of wills,415,13,8.33,103,2.0,45,2,4,857.99
gaines mill,643,12,7.33,94,3.38,240,1,2,689.02
the succession wars,107,10,6.31,241,2.97,240,2,5,1520.7099999999998
lock 'n load tactical: heroes of the falklands,72,12,8.02,65,3.5,240,2,2,521.3
c.v.: a game of the battle of midway,387,0,7.33,97,3.75,1200,2,4,711.01
welkin,89,10,6.6,140,1.75,45,2,4,924.0
qwinto: das kartenspiel,657,8,6.84,108,1.67,20,1,4,738.72
sebastian fitzek killercruise,213,12,7.19,93,2.4,30,2,4,668.6700000000001
merchants of araby,160,8,6.43,189,2.0,90,2,5,1215.27
the classic dungeon,629,6,6.05,398,1.44,30,1,6,2407.9
end of the trail,186,10,6.98,141,1.83,40,1,4,984.1800000000001
strafexpedition 1916,925,0,7.99,66,3.09,120,2,4,527.34
hooyah: navy seals card game,423,10,6.28,207,2.04,45,1,4,1299.96
the battle of borodino: napoleon in russia 1812,72,12,6.71,146,2.11,180,2,2,979.66
the piggyback brigade,196,4,6.0,370,1.05,25,2,7,2220.0
fauna junior,557,6,6.79,119,1.43,30,2,4,808.01
whacky wit,594,7,6.63,142,2.0,15,2,5,941.46
dohdles!,57,10,6.72,158,2.0,60,3,6,1061.76
spell,254,12,8.36,72,2.33,45,2,2,601.92
imagem & ação 2,158,8,6.67,131,1.36,60,4,16,873.77
wonderland,412,14,6.23,236,1.71,30,2,2,1470.2800000000002
temporal odyssey,89,12,6.81,115,2.5,45,2,4,783.15
simon's cat card game,353,6,6.06,342,1.13,25,3,6,2072.52
anno domini: frauen,89,10,6.82,113,1.5,30,2,8,770.6600000000001
carpe astra,141,12,5.93,436,2.6,60,2,4,2585.48
israeli independence: the first arab-israeli war,329,13,6.28,248,1.22,15,1,1,1557.44
trench,45,10,7.83,134,3.61,45,2,2,1049.22
skyway robbery,569,12,6.67,140,2.57,60,2,5,933.8
ratville,414,12,7.29,92,2.67,90,2,4,670.68
perryville,701,12,7.23,93,3.31,960,2,2,672.39
dutch intercity,368,12,6.86,108,3.0,45,2,6,740.88
dolmen,738,10,6.87,105,2.8,30,2,4,721.35
merchants cove,313,14,7.91,72,2.88,75,1,4,569.52
siege of the citadel,977,10,7.79,125,2.2,180,1,8,973.75
freeman's farm 1777,222,13,7.88,79,2.56,60,1,2,622.52
fire team,417,12,6.99,116,3.1,240,2,2,810.84
ebay electronic talking auction game,770,10,5.95,380,1.23,20,3,4,2261.0
battlefleet mars: space combat in the 21st century,261,12,6.44,179,3.22,120,2,2,1152.76
tinderblox,336,6,7.23,96,1.0,15,2,6,694.08
pow!,101,8,6.21,240,1.25,20,2,5,1490.4
ya blew it!,845,8,6.38,221,1.43,20,3,6,1409.98
tyrus,78,12,5.99,366,1.85,30,2,2,2192.34
team work original,426,10,6.14,266,1.3,20,4,16,1633.24
death note: confrontation,415,16,7.3,92,2.75,30,2,2,671.6
match me!: what color is this?,445,6,7.02,112,1.0,20,2,6,786.24
hex hex next,704,12,6.3,215,1.5,30,3,6,1354.5
the powerpuff girls: villains at large game,168,8,6.39,177,1.29,30,2,4,1131.03
the godfather: a new don,632,14,6.54,147,2.0,45,3,6,961.38
costume party assassins,336,10,6.83,136,1.3,30,2,6,928.88
go nuts!,101,8,6.08,300,1.06,15,2,4,1824.0
the italian front: 1915-1918,72,12,7.76,79,3.1,360,2,2,613.04
karuba junior,224,4,6.37,188,1.14,10,1,4,1197.56
bulge 20,905,12,7.38,77,2.32,75,2,2,568.26
via romana,89,8,6.3,191,2.26,45,2,4,1203.3
bull moose,416,10,7.37,82,2.22,90,3,5,604.34
hex hex,704,12,5.84,821,1.3,30,3,6,4794.64
favoriten,237,9,6.42,172,1.33,60,2,5,1104.24
dragon master,18,8,6.32,187,1.31,20,2,2,1181.8400000000001
trapper keeper game,26,8,6.59,152,2.0,25,2,5,1001.68
the war for the union,379,12,7.08,117,3.86,360,2,2,828.36
thrive,45,6,7.37,81,1.75,30,2,2,596.97
the rising sun: command at sea volume i,212,12,7.33,85,4.38,150,2,12,623.05
battle kittens,89,8,6.12,265,1.43,15,2,6,1621.8
the secret door,194,5,6.16,268,1.06,20,1,8,1650.88
murus gallicus,45,10,7.69,68,3.1,20,2,2,522.9200000000001
muskets & tomahawks: skirmishes in north america during the 18th century,578,0,8.02,59,1.75,45,2,4,473.17999999999995
mutant chronicles collectible miniatures game,997,12,6.13,313,2.44,60,2,2,1918.69
confrontation: the age of the rag'narok,687,0,6.53,168,3.33,45,2,2,1097.04
the great balloon race,124,7,6.14,269,1.35,30,2,8,1651.6599999999999
monstrous,447,10,6.11,285,1.38,30,2,10,1741.3500000000001
kanaloa,82,10,6.2,269,2.22,60,2,4,1667.8
jonathan strange & mr norrell: a board game of english magic,531,14,6.48,173,2.8,80,2,4,1121.04
"the god kings: warfare at the dawn of civilization, 1500 - 1260bc",173,0,6.77,121,2.89,480,2,4,819.17
decktective: the gaze of the ghost,567,12,6.78,122,1.57,60,1,6,827.1600000000001
le lion et l'epée,72,0,7.57,75,2.5,240,2,2,567.75
grave robbers from outer space,206,13,5.8,966,1.49,40,2,6,5602.8
bears!,944,7,5.81,864,1.02,20,2,4,5019.839999999999
theophrastus,998,10,5.92,429,2.13,30,2,5,2539.68
yikerz!,324,14,6.07,329,1.21,15,1,4,1997.0300000000002
murder of crows,205,13,6.05,433,1.3,20,2,5,2619.65
deep state: new world order,596,14,7.19,120,2.33,75,1,5,862.8000000000001
mad city,425,8,6.15,269,1.67,30,1,6,1654.3500000000001
römisch pokern,5,10,6.27,213,1.17,30,2,6,1335.51
panzer grenadier,705,12,6.23,239,2.97,60,2,2,1488.97
gravity warfare,605,14,6.55,177,1.33,60,2,6,1159.35
hellrail: third perdition,989,10,5.86,541,2.19,60,3,4,3170.26
troll & dragon,5,7,6.43,187,1.14,20,2,5,1202.4099999999999
the warlock of firetop mountain,790,10,5.9,676,1.86,120,2,6,3988.4
hail caesar: battles with model soldiers in the ancient era,107,0,7.28,91,3.06,240,2,8,662.48
kamigami battles: battle of the nine realms,569,12,7.61,74,2.0,45,2,6,563.14
aftershock: san francisco & venice,412,14,6.93,113,2.33,60,2,5,783.0899999999999
dc comics dice masters: superman and wonder woman starter set,174,0,7.38,78,0.0,60,2,2,575.64
footy manager,467,6,8.06,82,2.0,0,1,8,660.9200000000001
blitzkrieg,752,12,5.89,718,2.75,90,2,2,4229.0199999999995
cherry picking,608,8,6.49,147,1.67,30,2,6,954.0300000000001
desert steel,616,12,6.99,110,3.05,240,2,2,768.9
"silver bayonet: the first team in vietnam, 1965",379,12,6.72,142,3.0,300,2,2,954.24
dust in the wings,891,10,6.32,201,1.33,30,2,4,1270.3200000000002
edge of humanity,971,13,6.28,203,2.75,45,2,5,1274.8400000000001
too many poops,205,8,6.42,204,1.2,30,2,6,1309.68
boo,403,10,6.1,300,1.2,15,2,2,1830.0
dark is the night,326,10,6.07,334,1.4,15,2,2,2027.38
byzantio,528,10,6.37,190,2.21,60,2,4,1210.3
brandywine & germantown,13,12,7.68,75,4.17,360,2,4,576.0
alles tomate!,86,6,5.96,406,1.06,20,2,8,2419.7599999999998
(your name here) and the argonauts,808,12,7.15,111,1.38,20,1,1,793.6500000000001
dragons of kir,18,12,6.6,149,1.91,20,2,2,983.4
sun of york: the war of the roses 1453-1485,390,8,6.45,170,2.29,60,2,2,1096.5
iwo: bloodbath in the bonins 19 feb - 17 mar 1945,115,12,6.89,114,2.78,120,1,2,785.4599999999999
latice hawai'i,703,6,7.09,112,1.6,20,2,8,794.0799999999999
black & white,947,12,6.73,123,2.86,60,2,2,827.7900000000001
endogenesis,682,13,6.52,184,2.42,120,1,5,1199.6799999999998
waterloo campaign 1815,925,0,7.34,82,1.86,0,2,2,601.88
adventure time card wars: princess bubblegum vs. lumpy space princess,12,10,6.27,262,1.14,30,2,2,1642.7399999999998
outremer,772,12,7.0,96,2.63,180,2,6,672.0
empire engine,150,14,5.76,803,1.67,30,2,4,4625.28
dixie: shiloh,834,12,6.43,174,2.35,60,2,2,1118.82
risk: halo wars collector's edition,524,12,6.28,247,2.24,60,3,5,1551.16
combat infantry: westfront 1944-45,298,12,7.26,98,2.67,240,2,2,711.48
island of d 2: the shadow of dawn,657,8,6.59,151,1.71,30,1,1,995.09
the wreck of the b.s.m. pandora,405,10,6.47,183,2.3,120,1,5,1184.01
hatsuden,412,10,6.47,166,1.29,30,2,2,1074.02
moa,656,10,6.48,159,2.64,60,2,5,1030.3200000000002
pandánte,898,13,6.22,269,1.94,30,2,6,1673.1799999999998
the blue lion,138,8,5.97,331,1.26,15,2,2,1976.07
grind,203,14,6.37,222,2.68,60,2,2,1414.14
salem,263,14,6.37,201,2.8,180,3,7,1280.3700000000001
ali baba,87,8,6.37,172,1.5,20,2,4,1095.64
trivial pursuit: world of harry potter,71,12,6.02,457,1.17,60,2,6,2751.14
unicorn glitterluck: cloud crystals,266,3,5.96,474,1.06,10,2,4,2825.04
nonaga,138,8,6.91,116,2.0,20,2,2,801.5600000000001
ad acta,835,12,6.18,221,2.73,60,2,4,1365.78
thirty years war quad (second edition),2,12,6.84,106,2.3,180,1,2,725.04
operation mercury,72,12,7.07,100,3.53,360,2,2,707.0
changgi,45,8,7.09,108,3.4,60,2,2,765.72
rory's story cubes: medic,464,6,6.72,128,0.0,20,1,10,860.16
sticky stickz,854,8,6.26,221,1.0,10,2,5,1383.46
privacy 2,666,16,6.44,170,1.27,45,5,12,1094.8
seekrieg 5,578,12,8.31,59,4.31,120,2,10,490.29
retreat to darkmoor,412,14,6.43,173,1.67,45,2,4,1112.3899999999999
igen?,165,9,6.8,147,1.0,60,2,6,999.6
poisson d'avril,206,13,6.77,124,4.19,120,2,6,839.4799999999999
new world,818,12,6.02,349,2.62,240,2,6,2100.98
ultimate outburst,15,18,6.15,264,1.37,60,2,0,1623.6000000000001
anubixx,231,8,6.17,225,1.2,20,2,5,1388.25
chronicles of crime: 1900,93,14,8.27,57,0.0,90,1,4,471.39
harzbahn 1873,538,0,7.34,74,4.17,300,2,5,543.16
hoard,545,6,6.65,185,1.17,45,2,6,1230.25
no return,15,8,6.72,119,2.0,30,2,4,799.68
detective stories: fall 3 - stillsee,93,13,7.83,65,2.33,270,1,6,508.95
secret weapons of the third reich,453,12,6.91,113,4.2,180,1,4,780.83
"poland defiant: the german invasion, september 1939",752,14,7.61,72,2.67,480,2,2,547.9200000000001
fallen angel,70,10,7.13,135,3.42,180,2,4,962.55
a.e.g.i.s.: combining robot strategy game,974,10,7.73,125,2.14,120,2,6,966.25
kemet: blood and sand,706,13,8.49,68,3.0,120,2,5,577.32
skyline of the world,15,8,6.43,194,2.47,60,2,4,1247.4199999999998
masmorra de dados,101,14,6.93,136,2.36,30,2,5,942.48
domus domini,227,12,6.61,136,2.43,120,2,6,898.96
frontier stations,287,13,6.73,117,1.88,90,3,6,787.4100000000001
seastead,200,12,7.12,91,2.8,30,1,2,647.92
aloha pioha,653,8,6.47,173,1.22,30,1,4,1119.31
"8th army: operation crusader - the winter battles for tobruk, 1941",610,12,6.79,121,2.86,120,2,2,821.59
justice league: hero dice - green lantern,543,10,6.55,146,2.0,30,1,4,956.3
sidibaba,238,14,5.87,469,2.12,45,3,7,2753.03
circle of life,138,10,6.85,120,2.0,40,2,2,822.0
legendary dungeoneer: wrath of the serpent goddess,53,12,6.73,120,2.63,60,2,4,807.6
go first dice,71,8,8.4,47,1.0,1,2,4,394.8
kiwetin,605,7,6.39,227,1.45,20,2,6,1450.53
absolute victory: world conflict 1939-1945,635,12,8.1,68,4.18,1200,2,2,550.8
night of man,529,12,7.55,87,2.56,60,1,3,656.85
der fliegende holländer,833,12,6.0,320,2.48,60,3,6,1920.0
gudetama: the tricky egg card game,21,7,6.99,115,1.0,20,2,7,803.85
afrika korps: the desert war - platoon level combat in world war ii: a panzer grenadier game,705,12,6.37,170,2.63,60,2,2,1082.9
what a tanker!,38,0,8.11,70,2.2,180,1,12,567.6999999999999
the price of freedom: the american civil war 1861-1865,553,12,6.39,188,2.86,120,2,2,1201.32
light rail,424,10,6.31,199,1.31,20,2,4,1255.6899999999998
lightning: north africa,857,9,6.56,139,2.0,30,2,2,911.8399999999999
5x5 city,425,8,6.97,95,1.67,30,1,4,662.15
gruff: clash of the battle goats,428,11,7.34,102,3.0,45,2,2,748.68
rolling village!,131,8,7.34,94,1.4,15,1,12,689.96
race the wind,491,14,6.35,190,2.52,60,2,5,1206.5
cloomba,614,8,7.26,96,2.17,30,2,4,696.96
spit it out!,57,10,6.12,253,1.0,30,3,8,1548.3600000000001
the walking dead: here's negan - the board game,120,14,8.01,74,3.33,90,1,5,592.74
bridges to nowhere,963,7,6.68,142,1.86,30,1,4,948.56
karekare,331,10,7.01,118,2.0,45,2,4,827.18
witch hunt,41,13,7.67,125,2.0,90,7,22,958.75
bean trader,154,12,5.8,727,2.18,90,3,5,4216.599999999999
1807: the eagles turn east,13,12,7.0,119,3.41,360,2,2,833.0
covalence: a molecule building game,213,8,6.45,192,1.7,40,2,4,1238.4
miaui,481,8,6.46,155,1.2,20,3,6,1001.3
bushido: der weg des kriegers,349,12,6.24,262,3.6,90,3,5,1634.88
the struggle of nations,13,14,6.23,240,4.34,360,2,2,1495.2
museum rush,605,10,6.69,163,2.2,60,2,4,1090.47
atlanteon,254,12,5.81,708,2.03,30,2,2,4113.48
pig 10,12,6,6.28,211,1.38,20,2,8,1325.0800000000002
repello,891,8,6.41,193,2.0,30,2,4,1237.13
boudicca: the warrior queen,115,0,7.14,88,2.45,180,1,2,628.3199999999999
the great crisis of frederick ii,737,12,7.95,71,2.5,480,1,2,564.45
situation 4,471,8,6.52,139,1.62,30,2,4,906.28
baseball highlights: 2045 - spring training,355,9,7.32,74,3.0,45,1,2,541.6800000000001
victory at sea: world war ii naval combat game,11,12,6.78,124,2.48,360,2,2,840.72
blackwood,87,10,6.64,152,2.67,60,2,4,1009.28
alien city,792,8,7.1,85,3.2,40,2,2,603.5
aqua mirabilis,411,14,7.55,82,3.64,120,2,4,619.1
way of the fighter: super,570,12,7.64,87,3.56,50,2,4,664.68
decision at kasserine: rommel's last chance,2,12,7.14,94,3.19,300,1,4,671.16
keep,89,0,6.34,189,1.38,20,2,5,1198.26
fictionaire,229,10,6.17,230,1.11,20,4,7,1419.1
apollo: a game inspired by nasa moon missions,213,12,6.71,136,2.4,60,2,5,912.56
"arcola: the battle for italy, 1796",17,12,6.3,201,2.51,60,2,2,1266.3
sunda to sahul,117,10,6.0,302,2.15,45,1,4,1812.0
mothership: tabletop combat,784,12,7.29,148,2.17,180,1,6,1078.92
mein erster spieleschatz,194,3,6.86,104,1.5,5,1,6,713.44
upstream,693,8,6.4,196,2.0,40,2,5,1254.4
saga,306,10,6.58,135,1.78,60,3,6,888.3
time's up! party edition,158,12,7.5,73,1.0,90,4,12,547.5
pelican bay,374,10,6.19,270,2.2,50,2,4,1671.3000000000002
axio rota,232,8,6.95,98,1.67,30,1,4,681.1
albion: land of faerie,147,12,6.7,128,2.81,120,2,2,857.6
diskwars,32,10,5.89,510,2.38,90,2,8,3003.8999999999996
odyssey: wrath of poseidon,577,13,6.2,217,1.67,30,2,5,1345.4
flip city: wilderness,707,14,6.25,226,2.0,50,1,4,1412.5
the 6 days of glory,115,12,6.72,135,2.95,180,1,3,907.1999999999999
shuffle heroes,569,10,6.51,166,2.08,30,2,2,1080.6599999999999
freebooter's fate,667,10,8.13,63,0.0,60,2,16,512.19
sherlock: ¿quién es vincent leblanc?,567,10,6.91,96,1.0,60,1,8,663.36
shadowstar corsairs,865,13,7.12,102,3.14,150,2,5,726.24
avanti,238,10,6.3,189,1.65,60,3,5,1190.7
drive on stalingrad (second edition),106,12,6.94,100,2.31,120,2,4,694.0
waka waka,305,10,6.03,304,1.92,45,2,4,1833.1200000000001
vii legio,439,12,7.17,92,3.2,60,3,6,659.64
geek out! pop culture party,171,10,6.29,202,1.0,20,2,99,1270.58
king's court,45,7,6.57,187,1.83,20,2,2,1228.5900000000001
wing leader: victories 1940-1942 (second edition),800,14,8.23,54,4.0,180,2,2,444.42
nine worlds,415,12,6.51,179,2.5,90,2,6,1165.29
rory's story cubes: fright,464,6,6.84,115,1.0,20,1,12,786.6
dungeon busters,621,8,5.88,512,1.38,20,3,5,3010.56
ringmaster: welcome to the big top,821,0,6.49,173,1.17,15,2,4,1122.77
freibeuter,521,9,6.32,189,1.85,60,2,4,1194.48
berlin: red victory,390,12,7.88,73,4.07,180,2,2,575.24
hexen rennen,129,7,6.29,219,1.36,45,2,4,1377.51
captains of the golden age,483,11,6.91,148,2.38,180,2,4,1022.6800000000001
the supershow,203,8,8.26,231,1.5,10,2,6,1908.06
fortress berlin,40,12,6.57,146,3.68,720,2,2,959.22
d6 shooter,249,8,6.66,173,1.0,60,2,4,1152.18
the drive on metz (second edition),72,0,6.27,214,1.5,30,2,2,1341.78
muffin time,821,12,6.7,168,1.11,40,2,6,1125.6000000000001
devil's run: route 666,594,12,8.12,124,3.0,30,2,6,1006.8799999999999
the royal navy,925,12,7.38,75,2.46,120,2,3,553.5
ordo,45,8,7.36,79,2.88,45,2,2,581.44
the bears and the bees,821,8,6.62,136,1.6,30,2,5,900.32
big dig,89,8,6.29,185,1.8,15,2,4,1163.65
bluff,209,0,6.62,135,0.0,30,2,6,893.7
die sieben weisen,113,12,6.0,305,2.4,90,3,5,1830.0
oriente,342,10,5.8,667,2.13,30,4,12,3868.6
road to the rhine,72,12,7.05,103,3.36,360,2,3,726.15
toscana,700,10,6.34,192,2.86,45,2,5,1217.28
manasurge,821,14,6.47,160,1.5,30,2,6,1035.2
tonari,577,10,6.81,128,1.25,45,2,4,871.68
